"","Vote 1","Vote 2","Vote 3","Vote 4","Vote 5","Vote 6","Vote 7","Vote 8","Vote 9","Vote 10","Vote 11","Vote 12","Vote 13","Vote 14","Vote 15","Vote 16","Vote 17","Vote 18","Vote 19","Vote 20","Vote 21","Vote 22","Vote 23","Vote 24","Vote 25","Vote 26","Vote 27","Vote 28","Vote 29","Vote 30","Vote 31","Vote 32","Vote 33","Vote 34","Vote 35","Vote 36","Vote 37","Vote 38","Vote 39","Vote 40","Vote 41","Vote 42","Vote 43","Vote 44","Vote 45","Vote 46","Vote 47","Vote 48","Vote 49","Vote 50","Vote 51","Vote 52","Vote 53","Vote 54","Vote 55","Vote 56","Vote 57","Vote 58","Vote 59","Vote 60","Vote 61","Vote 62","Vote 63","Vote 64","Vote 65","Vote 66","Vote 67","Vote 68","Vote 69","Vote 70","Vote 71","Vote 72","Vote 73","Vote 74","Vote 75","Vote 76","Vote 77","Vote 78","Vote 79","Vote 80","Vote 81","Vote 82","Vote 83","Vote 84","Vote 85","Vote 86","Vote 87","Vote 88","Vote 89","Vote 90","Vote 91","Vote 92","Vote 93","Vote 94","Vote 95","Vote 96","Vote 97","Vote 98","Vote 99","Vote 100","Vote 101","Vote 102","Vote 103","Vote 104","Vote 105","Vote 106","Vote 107","Vote 108","Vote 109","Vote 110","Vote 111","Vote 112","Vote 113","Vote 114","Vote 115","Vote 116","Vote 117","Vote 118","Vote 119","Vote 120","Vote 121","Vote 122","Vote 123","Vote 124","Vote 125","Vote 126","Vote 127","Vote 128","Vote 129","Vote 130","Vote 131","Vote 132","Vote 133","Vote 134","Vote 135","Vote 136"
"FITZGERALD (D NY-7)",1,0,0,1,1,0,0,0,0,0,0,1,1,1,0,1,0,1,0,NA,1,0,0,0,0,1,NA,NA,NA,NA,NA,0,0,0,0,1,NA,1,0,1,NA,0,1,0,1,1,1,0,0,0,0,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,NA,NA,NA,NA,1,0,1,1,0,1,0,1,NA,NA,1,0,1,0,1,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,NA,1,0,0,0,1
"SULLIVAN (D NY-8)",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RIORDAN (D NY-8)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,1,0,0,0,0,0,0,1,0,1,0,1,1,NA,0,0,1
"GOLDFOGLE (D NY-9)",1,0,0,NA,NA,0,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,1,0,1,NA,NA,0,0,1,1,0,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,0,0,0,NA,NA,0,1,NA,0,NA,0,1,0,0,0,0,NA,NA,1,0,1,NA,NA,NA,NA,NA,NA,NA
"SULZER (D NY-10)",1,0,NA,1,1,NA,NA,NA,NA,NA,NA,1,1,1,NA,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,1,0,1,NA,NA,NA,1,0,1,1,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,0,NA,NA,NA,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,1,1,0,0,0,0,NA,0,1,0,0,NA,0,1,0,0,0,0,1,NA,1,NA,1,0,0,0,1,0,0,1
"HEARST (D NY-11)",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COCKRAN (D NY-12)",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,0,NA,NA,NA,NA,1,0,1,1,0,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PARSONS (R NY-13)",1,1,1,0,1,1,1,1,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,1,NA,NA,1,1,1,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,1,NA,1,NA,0,NA,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,1,0,1,0,1,NA,1,1,1,NA,1,1,0,0,1,1,1,1,NA,0,1,1,1,NA,1,0,1,1,1,1,0,0,1,0,0,1,1,1,NA,1,1,1
"TOWNE (D NY-14)",1,0,0,1,1,0,0,0,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,0,NA,NA,1,1,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,0,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OLCOTT (R NY-15)",1,1,1,0,1,1,1,1,1,1,NA,0,1,1,1,NA,NA,NA,NA,1,0,1,1,1,1,1,0,1,1,1,NA,1,1,1,NA,NA,1,1,0,1,0,0,1,NA,1,1,0,NA,NA,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,1,1,1,0,1,1,NA,NA,NA,NA,NA,NA,0,1,0,1,1,1,1,1,1,1,1,NA,0,1,1,1,1,1,1,0,1,1,NA,1,0,1,1,1,1,0,0,1,0,0,1,1,1,0,1,1,1
"RUPPERT (D NY-16)",1,0,0,NA,NA,0,0,0,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,1,NA,0,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,1,0,NA,NA,NA,NA,0,1,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,0,0,0,0,1,NA,0,0,1,1,NA,1,NA,NA
"BENNET (R NY-17)",1,1,1,0,1,1,1,1,1,1,1,NA,1,NA,1,1,1,0,1,1,1,1,1,0,1,NA,0,1,1,1,1,1,1,1,1,1,1,NA,0,1,0,0,NA,1,1,NA,NA,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,NA,1,NA,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,1,1,1,1,1,NA,1,0,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,0,1,1,1,0,1,1,1
"GOULDEN (D NY-18)",1,0,0,1,1,0,0,0,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,1,1,0,1,1,0,0,0,0,0,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,0,NA,NA,NA,NA,1,0,0,1,0,1,NA,1,0,0,1,0,NA,NA,1,0,0,0,0,1,1,NA,0,0,NA,0,1,0,0,0,0,NA,NA,1,NA,NA,NA,NA,NA,0,NA,1,1
"ANDRUS (R NY-19)",1,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,1,NA,NA,NA,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,1,1,0,NA,0,1,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,1,1,NA,0,1,1,NA,1,0,1,1,1,1,NA,0,0,0,0,1,1,1,NA,1,1,1
"BRADLEY (R NY-20)",1,1,1,0,1,1,1,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,1,1,0,1,0,1,1,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,1,1,NA,NA,NA,NA,NA,NA,0,1,1,1,NA,NA,1,1,0,1,1,NA,0,1,1,1,1,1,NA,NA,NA,1,NA,1,0,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1
"KETCHAM (R NY-21)",1,1,NA,0,1,1,1,NA,1,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,1,1,1,1,NA,1,1,1,1,1,1,1,1,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DRAPER (R NY-22)",1,1,1,0,1,1,1,1,1,1,1,0,NA,1,1,0,1,0,1,1,0,1,1,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,0,NA,0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,NA,0,1,NA,NA,NA,NA,NA,1,0,1,NA,0,0,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,0,0,NA,NA,0,1,1,1,0,1,1,NA
"SOUTHWICK (R NY-23)",1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,NA,1,1,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,NA,NA,NA,0,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"LE (R NY-24)",1,1,1,0,1,1,1,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,1,0,NA,0,NA,NA,NA,NA,1,1,1,1,1,1,0,1,0,1,NA,1,1,1,1,1,1,NA,NA,1,1,1,1,1,NA,1,1,NA,1,1,1,1,1,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LITTAUER (R NY-25)",1,NA,1,0,1,1,1,1,1,1,NA,NA,1,NA,1,1,1,0,1,NA,0,1,1,1,1,0,1,1,1,1,1,1,1,1,NA,NA,NA,1,0,1,0,0,1,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,1,1,1,1,NA,1,1,NA,1,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,1,1,NA,NA,NA,1,1,1,NA,1,1,1,0,0,1,1,1,1,1,1,NA,1,1,NA,0,0,1,1,1,1,NA,0,0,0,0,1,1,1,0,1,1,1
"FLACK (R NY-26)",1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,0,NA,1,1,1,0,NA,NA,NA,NA,1,1,1,0,1,1,NA,1,0,NA,0,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SHERMAN (R NY-27)",1,1,NA,NA,NA,1,1,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,1,NA,0,NA,NA,NA,NA,NA,1,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,1,0,1,1,1,1,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,1,0,1,1,NA,1,0,1,1,1,1,0,NA,0,NA,0,1,1,1,0,1,NA,NA
"KNAPP (R NY-28)",1,1,1,0,1,1,1,1,1,1,1,NA,1,1,1,0,NA,0,1,1,0,NA,1,1,1,NA,NA,NA,NA,1,1,1,1,1,NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,1,1,NA,NA,NA,1,0,NA,1,0,0,1,1,1,1,1,0,0,1,1,NA,1,0,1,1,1,1,0,0,0,NA,1,1,1,1,0,1,NA,1
"DRISCOLL (R NY-29)",1,1,NA,0,0,1,1,1,NA,1,NA,0,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,1,1,1,0,1,1,NA,1,1,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,1,1,1,1,1,1,NA,1,NA,1,0,0,1,1,NA,1,0,1,0,0,0,1,1,0,NA,1,0,0,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,NA,1,1,1
"DWIGHT (R NY-30)",1,1,1,0,1,1,1,1,1,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,0,1,0,1,NA,1,1,NA,NA,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PAYNE (R NY-31)",1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,0,1,1,0,NA,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,NA,0,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,1,1,0,1,1,1
"PERKINS (R NY-32)",1,1,1,0,1,1,1,1,1,1,1,0,0,1,NA,NA,NA,1,NA,1,0,NA,1,1,1,NA,1,NA,NA,NA,NA,1,1,1,NA,NA,NA,1,0,NA,0,0,1,1,1,1,1,1,1,1,1,NA,NA,0,1,1,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,0,1,1,NA,NA,0,0,NA,1,1,1,NA,1,1,1,1,1,NA,1,NA,0,0,1,1,1,1,1,0,0,1,1,NA,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,1,NA,NA
"FASSETT (R NY-33)",1,1,NA,0,0,1,1,1,1,1,NA,0,1,NA,NA,NA,NA,NA,NA,NA,0,NA,1,1,1,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,1,1,0,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,1,0,1,0,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,NA,1,1,NA,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,1,1,1,NA,NA,1,1,NA,1,0,0,1,1,1,NA,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,1,1,NA,1,0,1
"WADSWORTH (R NY-34)",1,1,1,NA,NA,1,1,NA,NA,NA,NA,0,1,1,NA,NA,NA,0,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,0,1,1,NA,1,0,1,1,1,1,0,0,1,0,0,1,1,1,NA,1,NA,NA
"RYAN (D NY-35)",1,0,0,1,1,0,0,0,0,0,0,1,1,1,NA,1,0,1,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,1,1,1,NA,0,1,1,1,NA,1,NA,1,NA,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,0,1,1,NA,1,1,NA,1,0,0,NA,1,1,1,0,1,1,1,1,1,0,0,NA,1,0,0,0,1,0,0,0,0,NA,NA,1,0,1,1,0,1,0,1,0,NA,1,0,0,NA,1,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,NA,0,0,1
"ALEXANDER (R NY-36)",1,1,NA,0,1,1,1,1,1,1,1,NA,1,1,1,NA,1,0,1,NA,0,1,1,1,1,NA,NA,NA,NA,NA,1,NA,NA,1,1,1,NA,1,NA,NA,NA,0,NA,1,1,1,0,1,1,1,1,0,NA,0,1,1,1,1,1,1,NA,1,1,NA,NA,1,1,NA,1,1,1,1,NA,NA,NA,1,1,1,1,1,1,NA,1,1,1,1,0,1,1,1,1,NA,NA,1,NA,0,1,1,1,1,1,1,1,0,1,NA,NA,0,1,1,1,NA,1,NA,0,1,1,NA,1,0,1,1,1,1,0,0,0,NA,0,1,NA,NA,0,1,1,1
"VREELAND (R NY-37)",1,1,1,0,1,1,1,1,1,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,1,NA,NA,0,1,1,0,1,1,1,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,1,NA,NA,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,NA,NA,0,0,NA,1,NA,1,NA,1,1,1
"SMALL (D NC-1)",1,0,0,1,1,0,0,0,0,NA,NA,NA,1,0,0,0,0,1,0,NA,NA,NA,NA,0,0,1,1,1,0,NA,1,NA,0,NA,0,NA,1,0,0,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,1,1,0,1,NA,NA,NA,1,NA,0,NA,1,1,NA,NA,NA,NA,NA,NA,1,0,0,NA,0,1,0,0,0,0,1,1,1,1,1,0,0,0,1,1,NA,1
"KITCHIN (D NC-2)",NA,NA,0,1,1,0,0,0,NA,0,0,1,1,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,1,0,1,1,NA,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,1,0,1,0,0,1,0,1,0,0,0,0,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"THOMAS (D NC-3)",1,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,NA,NA,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,1,0,1,NA,NA,NA,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,1,1,1,0,0,0,NA,0,0,NA
"POU (D NC-4)",1,0,0,1,1,0,0,0,0,0,0,NA,1,0,0,0,0,1,0,0,1,0,0,0,0,NA,1,0,0,0,NA,0,0,0,NA,0,1,0,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,0,0,0,NA,NA,NA,NA,1,0,1,0,NA,NA,NA,NA,NA,1,1,1,0,1,1,NA,NA,NA,0,0,0,NA,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,1,NA,1,0,0,NA,NA,NA,0,0,1,1,0,0,0,NA,NA,1,1,0,0,NA,0,1,0,0,0,0,NA,1,1,1,1,0,0,NA,NA,NA,NA,NA
"KITCHIN (D NC-5)",1,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,NA,NA,NA,NA,1,0,0,0,0,0,0,0,NA,NA,1,0,1,NA,NA,0,1,1,1,NA,1,0,0,0,0,1,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,1,NA,NA,0,1,0,0,0,0,NA,0,1,NA,NA,NA,0,1,0,1,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
