"","Vote 1","Vote 2","Vote 3","Vote 4","Vote 5","Vote 6","Vote 7","Vote 8","Vote 9","Vote 10","Vote 11","Vote 12","Vote 13","Vote 14","Vote 15","Vote 16","Vote 17","Vote 18","Vote 19","Vote 20","Vote 21","Vote 22","Vote 23","Vote 24","Vote 25","Vote 26","Vote 27","Vote 28","Vote 29","Vote 30","Vote 31","Vote 32","Vote 33","Vote 34","Vote 35","Vote 36","Vote 37","Vote 38","Vote 39","Vote 40","Vote 41","Vote 42","Vote 43","Vote 44","Vote 45","Vote 46","Vote 47","Vote 48","Vote 49","Vote 50","Vote 51","Vote 52","Vote 53","Vote 54","Vote 55","Vote 56","Vote 57","Vote 58","Vote 59","Vote 60","Vote 61","Vote 62","Vote 63","Vote 64","Vote 65","Vote 66","Vote 67","Vote 68","Vote 69","Vote 70","Vote 71","Vote 72","Vote 73","Vote 74","Vote 75","Vote 76","Vote 77","Vote 78","Vote 79","Vote 80","Vote 81","Vote 82","Vote 83","Vote 84","Vote 85","Vote 86","Vote 87","Vote 88","Vote 89","Vote 90","Vote 91","Vote 92","Vote 93","Vote 94","Vote 95","Vote 96","Vote 97","Vote 98","Vote 99","Vote 100","Vote 101","Vote 102","Vote 103","Vote 104","Vote 105","Vote 106","Vote 107","Vote 108","Vote 109","Vote 110","Vote 111","Vote 112","Vote 113"
"HIESTER (R PA-7)",1,1,1,1,NA,0,1,NA,1,0,NA,1,1,1,NA,1,1,0,1,NA,1,0,NA,0,0,NA,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,0,1,1,0,NA,1,1,1,NA,NA,1,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,0,NA,NA,0,NA,NA,NA,NA
"PIPER (R PA-8)",0,1,1,1,1,0,1,NA,1,0,NA,0,1,0,1,0,1,1,1,1,0,0,0,1,1,1,1,1,0,NA,NA,0,0,0,0,0,1,0,1,1,0,0,1,NA,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,1,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,1,1,0,0,0,0,1,1,1,0,1,0,0,0,1,1,1,1,0,1,NA,NA,0,0,0,0,0,0,NA,0,1,1,NA,0,1,NA,1
"MACLAY (R PA-9)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,1,0,0,1,0,1,1,1,0,1,0,0,0,1,1,1,0,1,1,0,1,1,0,NA,NA,1,0,1,0,0,0,0,0,0,NA,NA
"BURNSIDE (R PA-9)",1,1,1,1,1,NA,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,0,0,1,1,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,NA,NA,NA,NA,1,0,1,0,NA,1,1,0,1,NA,1,1,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WILSON (R PA-10)",0,NA,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0,1,1,1,0,1,0,0,0,NA,0,0,0,0,1,0,1,1,NA,0,1,1,1,1,1,1,NA,0,1,0,1,0,0,0,0,0,0,1,NA,NA,0,1,NA,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,NA,1,0,0,0,1,1,1,0,1,1,1,0,1,0,1,NA,1,NA,1,1,0,0,0,0,1,1,1
"IRWIN (R PA-10)",1,NA,1,NA,NA,0,0,NA,0,0,1,NA,1,0,1,0,NA,NA,NA,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,0,0,NA,NA,NA,0,1,1,1,NA,0,0,0,0,1,NA,NA,0,0,NA,1,1,NA,NA,0,0,0,0,0,0,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,0,NA,1,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"FINDLEY (R PA-11)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,1,0,0,0,1,NA,1,0,1,1,1,NA,NA,1,0,1,NA,NA,1,1,0,1,1,0,1,1,1,1,NA,NA,0,0,NA,0,0,NA,0
"LYLE (R PA-12)",0,1,1,1,1,0,1,1,1,1,1,NA,1,0,1,0,1,NA,1,1,0,0,0,1,NA,1,NA,1,NA,1,0,1,0,0,0,1,1,0,0,0,0,0,NA,1,1,1,1,0,0,0,1,0,0,0,1,0,0,NA,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,NA
"GRIFFIN (R PA-13)",1,1,1,1,1,0,0,1,0,1,1,NA,1,0,1,0,1,0,1,1,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,NA,1,NA,NA,NA,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,NA,1,0,0,1,NA,0,0,0,1,1,1,NA,0,0,NA,NA,1,0,1,1,1,1,0,0,1,0,1,0,NA,1,1,1,NA,0,1,1,0,1,1,NA,1,1,1,1,1,NA,0,0,NA,NA,1,1,NA
"WOODS (Federalist PA-14)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WILSON (R PA-15)",1,1,1,1,1,0,1,NA,0,1,1,1,0,0,1,0,1,NA,1,0,0,NA,NA,NA,NA,1,0,1,0,1,0,0,1,0,1,0,1,0,NA,1,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,1,1,NA,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,1,1,1,0,0,1,1,1,1,1,NA,NA,1,0,0,0,1,1,NA,1,1,1,1,1,0,1,0,1,0,0,1,1,0,1,1
"MASON (Federalist RI-98)",0,0,0,0,0,1,NA,NA,NA,1,0,1,NA,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,NA,NA,0,1,1,0,0,0,1,1,1,0,1,1,0,NA,NA,0,1,0,0,1,0,0,0,0,NA,0,0,0,1,NA,1,NA,1,0,1,1,1,NA,1,NA,NA,1,1,NA,0,0,1,0,0,0,0,1,0,1,0,1,1,NA,NA,NA,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1,NA,1,1,0,1
"BOSS (Federalist RI-98)",0,NA,0,0,0,1,0,1,0,1,1,1,1,1,0,1,NA,0,1,0,1,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,1,1,1,0,NA,1,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,NA,1,0,1,0,1,1,1,1,0,0,1,1,0,0,0,0,1,0,1,0,1,1,0,1,1,1,1,1,0,NA,NA,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,NA
"MIDDLETON (R SC-1)",NA,NA,1,1,NA,0,0,1,0,1,1,NA,0,0,1,0,NA,NA,NA,0,0,NA,0,NA,1,1,NA,NA,NA,1,NA,0,1,0,1,0,1,0,1,1,1,1,1,1,NA,NA,0,1,1,1,1,1,0,1,0,1,1,0,0,NA,1,1,1,NA,NA,NA,0,0,1,1,1,1,NA,0,0,NA,1,0,1,1,1,1,0,NA,1,0,NA,1,0,1,0,NA,NA,0,1,0,0,1,1,1,1,1,1,1,0,0,NA,0,1,1,NA,1,NA
"LOWNDES (R SC-2)",0,1,1,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,1,1,NA,NA,NA,1,NA,0,1,0,0,0,1,0,1,1,0,1,1,1,NA,NA,0,0,1,1,0,1,0,1,0,0,1,0,0,1,1,1,1,NA,1,NA,NA,NA,1,1,1,1,1,0,0,NA,1,0,0,1,1,0,1,0,0,1,1,1,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,NA,0,1,1,1,0,0
"HUGER (Federalist SC-3)",NA,1,0,0,0,1,0,NA,0,NA,1,1,1,0,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,1,1,0,0,1,NA,NA,0,0,NA,1,1,1,1,1,1,1,1,1,NA,NA,NA,1,1,0,1,1,1,0,1,1,1,1,0,1,NA,1,1,NA,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0,1,1,NA,1,1,0,1,1,1,1,0,0,0,0,0,1,0,1,0
"CHAPPELL (R SC-4)",1,1,NA,0,1,0,0,1,NA,1,1,0,1,0,0,0,0,0,NA,0,0,0,0,1,1,NA,1,1,0,0,NA,0,1,0,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,0,0,1,NA,0,0,NA,NA,1,NA,0,1,0,NA,NA,NA,NA,1,1,NA,1,1,0,1,0,1,1,1,1,0,0,0,1,0,1,0,1,1,1,1,0,1,1,NA,1,1,1,1,1,1,1,0,0,NA,NA,NA,NA,0,1,0
"WOODWARD (R SC-5)",0,1,0,0,1,0,NA,1,0,1,1,1,1,0,0,NA,1,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,NA,NA,NA,NA,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,1,NA,0,1,1,1,0,0,0,1,0,1,NA,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,1,1,0,1,0,NA,1,1,1,1,1,1,0,1,0,0,NA,NA,NA,NA,NA
"CALHOUN (R SC-6)",0,1,0,0,1,0,0,1,NA,1,1,0,NA,0,0,0,0,0,1,1,0,0,0,1,1,1,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,1,1,NA,NA,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,0
"TAYLOR (R SC-7)",1,1,1,1,1,0,0,1,0,1,1,NA,1,NA,1,0,0,1,1,1,0,0,0,1,1,1,1,1,0,1,NA,0,1,NA,1,0,1,0,1,1,0,0,1,1,NA,NA,NA,0,1,1,0,1,0,1,0,1,NA,1,1,0,NA,NA,NA,NA,NA,0,0,0,1,1,1,1,NA,0,NA,NA,NA,0,0,0,0,0,0,1,1,0,1,1,NA,NA,1,0,0,0,1,NA,NA,1,1,0,1,1,1,1,1,NA,0,0,NA,0,NA,NA,NA
"MOORE (R SC-8)",1,1,0,0,1,1,0,0,0,0,1,0,NA,1,0,1,1,0,1,0,1,0,0,0,1,1,0,NA,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,1,NA,1,0,0,1,1,0,1,0,1,0,1,1,1,0,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA
"MAYRANT (R SC-9)",0,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,1,1,0,0,1,1,1,1,0,1,0,1,NA,0,1,0,1,1,1,0,0,0,0,1,1,1,NA,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,NA,1,1,1,0,0,0,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MILLER (R SC-9)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,0,0,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA
"POWELL (R TN-1)",1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,NA,NA,NA,1,NA,1,0,1,1,1,0,0,1,0,NA,NA,NA,NA,NA,NA,1,0,1,1,1,1,0,0,0,0,1,NA,0,0,0,NA,0,0,0,1,1,1,1,NA,NA,NA,0,NA,0,1,NA,NA,NA,0,1,0,1,0,1,1,1,0,NA,0,1,0,1,1,NA,0,NA,NA,NA,0,1,1,1,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA
"BLOUNT (R TN-2)",NA,NA,1,1,1,0,1,1,1,1,1,1,1,1,1,NA,1,0,1,1,NA,NA,NA,1,1,1,1,1,NA,1,NA,0,1,0,0,0,1,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,NA,0,NA,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1
"THOMAS (R TN-3)",1,1,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,0,1,0,NA,0,1,0,1,0,0,0,1,1,0,0,NA,NA,NA,NA,NA,NA,1,1,NA,1,0,1,0,0,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,0,0,1,1,1,1,0,1,1,1,1,1,NA,0,1,1,1,0,0,1,1,0,NA,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA
"HENDERSON (R TN-4)",1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,NA,NA,NA,1,1,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1,1,0,1,1,1,1,0,NA,1,1,1,NA,0,0,0,NA,NA,1,0,1,NA,1,1,0,NA,0,0,NA,0,1,1,1,NA,0,1,0,1,0,1,1,1,0,0,0,1,0,1,1,NA,0,1,NA,NA,1,NA,1,1,0,0,0,0,0,0,0,0,1,0,0,NA,1,0,1,1
"CANNON (R TN-5)",NA,NA,1,1,1,0,1,1,1,1,1,1,1,1,1,NA,1,0,1,1,1,0,1,1,1,1,0,0,1,1,NA,0,NA,0,0,0,0,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,1,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,1,0,0,1,0,1,0,0,1,1,0,1,0,1,1,1,NA,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,NA,1
"REYNOLDS (R TN-6)",1,1,1,1,1,1,1,1,1,1,1,0,1,NA,NA,0,NA,NA,NA,NA,0,0,1,1,1,1,NA,NA,NA,1,NA,0,1,NA,NA,NA,NA,NA,NA,NA,1,0,NA,1,1,1,0,0,0,0,1,NA,0,NA,0,0,0,0,1,0,1,NA,1,1,0,NA,0,0,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,1,1,1,1,NA,0,0,1,0,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,1,0,1,1
"CHIPMAN (Federalist VT-98)",0,NA,0,0,0,1,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,1,1,0,0,0,NA,0,0,0,1,NA,1,NA,1,0,NA,1,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NOYES (Federalist VT-98)",0,1,0,0,0,1,0,0,0,0,0,NA,1,1,0,1,0,NA,0,0,1,0,1,0,0,0,1,0,1,NA,1,1,1,1,1,0,0,1,1,0,0,NA,NA,0,NA,NA,NA,0,1,1,0,1,1,1,1,0,0,NA,NA,1,0,1,NA,NA,0,1,1,NA,1,NA,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,1,0,1,NA,1,0,1,1,0,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0
"LYON (Federalist VT-98)",0,1,0,0,0,1,0,0,1,0,0,1,1,1,0,1,0,0,0,1,1,0,1,1,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0,1,1,1,0,1,1,0,0,1,1,0,1,0,1,1,0,0,1,1,0,0,1,0,0,1,0,1,1,0,0,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1
"MARSH (Federalist VT-98)",0,NA,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,0,0,1,0,0,1,1,1,0,1,0,0,1,0,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,1,0,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,1,NA,1,1,0,0
"JEWETT (Federalist VT-98)",0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,NA,0,1,0,1,1,0,1,1,NA,0,0,0,0,0,1,0,1,1,0,NA,NA,1,0,NA,NA,NA,NA,0,0,NA,1,1,0,0,0,0,1,0,1,1,0,1,NA,NA,1,0,NA,NA,1,0,1,1,0,0,0,0,0,1,0,1,0,1,1,0,1,NA,0,0
"LANGDON (Federalist VT-98)",0,1,0,0,0,NA,0,0,0,0,0,1,NA,1,0,1,0,0,0,0,NA,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,NA,1,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,NA,1,NA,0
"JACKSON (R VA-1)",1,NA,1,1,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,NA,0,1,0,1,NA,NA,0,1,1,0,0,NA,1,1,1,0,NA,NA,0,1,0,0,0,0,NA,NA,0,0,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,1,0,0,1,0,1,0,0,0,1,1,NA,1,1,0,0,0,1,0,NA,NA,0,0,1,1,0,1,0,0,0,0,1,1,0,NA,0
"TATE (Federalist VA-2)",0,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,1,1,0,NA,NA,NA,NA,NA,NA,0,1,0,0,0,1,0,1,NA,1,NA,NA,1,1,0,1,1,NA,NA,NA,NA,1,1,NA,NA,0,1,1,1,0,NA,NA,1,0,NA,NA,NA,1,0,NA,1,NA,0,0,NA,NA,NA,0,NA,0,0,NA,NA,NA,1,0,0,1,1,NA,1,0,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,0,NA,NA,0,1,NA,NA,NA,NA,0,0,NA,NA,1,0
"TUCKER (R VA-3)",NA,NA,1,1,1,0,0,1,NA,1,1,1,1,0,1,0,1,NA,1,1,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,NA,1,0,1,1,0,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,1,1,1,1,0,0,0,0,0,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MCCOY (R VA-4)",1,1,1,1,1,0,1,0,1,0,1,0,NA,1,1,1,1,0,1,1,1,0,1,0,NA,1,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,NA,NA,NA,NA,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0
"BRECKINRIDG (Federalist VA-5)",0,NA,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,0,1,0,1,0,1,1,0,0,1,0,1,1,1,0,1,0,1,0,1,1,0,0,1,0,0,1,1,0,0,1,1,1,0,1,NA,NA,1,1,1,NA,1,0,1,1,NA,0,1,0,1,NA,0,0,1,1,1,0,1,1,0,0,NA,NA,0,1,0,0,1,0,1,1,0,1,0,NA,NA,0,1,1,0,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,0,NA,1,0
"SHEFFEY (Federalist VA-6)",0,1,1,1,0,1,0,0,0,NA,1,1,1,1,1,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,NA,0,1,0,1,NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,NA,1,1,NA,1,1,0,NA,1,1,1,1,0,NA,1,1,0,1,1,1,0,NA,1,0,0,1,1,1,1,0,1,1,0,1,1,0,1,0,0,0,0,NA,0,NA,1,1,1,1,1,1,NA,0,0,0,0,NA,0,NA,1,NA
"SMITH (R VA-7)",1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,1,0,0,1,NA,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA
"LEWIS (Federalist VA-8)",NA,NA,0,0,NA,1,0,NA,0,0,1,NA,1,1,0,1,NA,1,1,0,1,0,1,1,0,0,1,0,1,1,1,NA,1,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,1,1,0,1,1,NA,1,1,1,1,1,0,NA,NA,NA,NA,0,0,0,1,0,0,0,0,NA,0,1,1,NA,1,0,0,0,0,1,1,1,0,1,1,0,1,NA,0,0,0,NA,1,NA,NA,0,0,0,0,1,0,NA,0,0,0,1,0,0,NA,0
"HUNGERFORD (R VA-9)",1,1,1,1,0,0,0,0,NA,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,NA,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,0,1,0,0,0,0,1,0,1,1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0
"HAWES (R VA-10)",0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,0,1,1,0,1,1,NA,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,NA,0,NA,0,0,0,NA,1,1,1,1,1,1,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,1,0,0,NA
"BARBOUR (R VA-11)",1,NA,1,1,1,0,0,1,NA,NA,NA,0,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,NA,NA,1,1,1,0,1,1,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0
"ROANE (R VA-12)",1,1,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,1,1,1,0,0,0,1,1,1,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,NA,1,1,1,0,NA,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,NA,0
"BASSETT (R VA-13)",1,1,1,1,1,0,0,1,1,1,1,0,1,0,1,0,1,0,1,0,NA,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,NA,1,1,1,1,1,1,0,0,0,1,1,0,NA,1,0,1,0,1,1,1,NA,NA,0,0,1,1,1,NA,1,1,0,1,1,1,0,0,0,0,1,0,0,0,1,1,0,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0
"BURWELL (R VA-14)",0,1,1,1,NA,0,0,0,1,0,1,0,1,0,NA,1,1,1,1,1,0,0,1,1,NA,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,1,1,1,1,0,1,NA,0,0,0,0,0,1,0,NA,NA,1,1,NA,NA,NA,NA,NA
