"","Vote 1","Vote 2","Vote 3","Vote 4","Vote 5","Vote 6","Vote 7","Vote 8","Vote 9","Vote 10","Vote 11","Vote 12","Vote 13","Vote 14","Vote 15","Vote 16","Vote 17","Vote 18","Vote 19","Vote 20","Vote 21","Vote 22","Vote 23","Vote 24","Vote 25","Vote 26","Vote 27","Vote 28","Vote 29","Vote 30","Vote 31","Vote 32","Vote 33","Vote 34","Vote 35","Vote 36","Vote 37","Vote 38","Vote 39","Vote 40","Vote 41","Vote 42","Vote 43","Vote 44","Vote 45","Vote 46","Vote 47","Vote 48","Vote 49","Vote 50","Vote 51","Vote 52","Vote 53","Vote 54","Vote 55","Vote 56","Vote 57","Vote 58","Vote 59","Vote 60","Vote 61","Vote 62","Vote 63","Vote 64","Vote 65","Vote 66","Vote 67","Vote 68","Vote 69","Vote 70","Vote 71","Vote 72","Vote 73","Vote 74","Vote 75","Vote 76","Vote 77","Vote 78","Vote 79","Vote 80","Vote 81","Vote 82","Vote 83","Vote 84","Vote 85","Vote 86","Vote 87","Vote 88","Vote 89","Vote 90","Vote 91","Vote 92","Vote 93","Vote 94","Vote 95","Vote 96","Vote 97","Vote 98","Vote 99","Vote 100","Vote 101","Vote 102","Vote 103","Vote 104","Vote 105","Vote 106","Vote 107","Vote 108","Vote 109","Vote 110","Vote 111","Vote 112","Vote 113","Vote 114","Vote 115","Vote 116","Vote 117","Vote 118","Vote 119","Vote 120","Vote 121","Vote 122","Vote 123","Vote 124","Vote 125","Vote 126","Vote 127","Vote 128","Vote 129","Vote 130","Vote 131","Vote 132","Vote 133","Vote 134","Vote 135","Vote 136","Vote 137","Vote 138","Vote 139","Vote 140","Vote 141","Vote 142","Vote 143","Vote 144","Vote 145","Vote 146","Vote 147","Vote 148","Vote 149"
"OSMERS (R NJ-9)",0,1,1,1,1,0,1,0,1,0,1,0,NA,1,1,0,1,0,0,NA,NA,0,0,1,1,1,1,0,0,1,NA,0,1,1,NA,0,1,NA,0,1,1,1,1,1,0,NA,1,NA,0,1,1,1,1,0,1,NA,1,0,1,1,0,1,1,1,1,0,1,0,1,0,1,1,1,0,1,0,NA,NA,NA,0,1,0,0,1,NA,0,1,0,1,0,NA,0,NA,0,1,0,0,1,0,1,1,0,NA,0,0,1,NA,1,1,1,1,1,1,NA,0,1,0,1,1,0,0,1,1,1,1,0,0,1,1,0,1,1,1,0,0,1,0,NA,0,1,1,1,1,1,1,0,0,0,1
"RODINO (D NJ-10)",1,1,1,1,1,1,0,1,0,1,0,1,NA,1,1,0,1,1,1,1,0,1,0,1,1,0,0,1,0,1,1,0,0,1,1,1,1,0,NA,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,NA,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,NA,0,1,0,1,1,1,0,1,0,1,0,0,1,1,1,0,1,1,1,0,0,1,1,1,1,0,0,0,1,1,0,1,1,1,0
"ADDONIZIO (D NJ-11)",1,1,1,1,1,1,0,1,0,1,0,1,NA,1,1,0,1,1,1,1,0,1,0,1,1,0,0,1,0,1,1,0,0,1,1,1,1,0,NA,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,NA,0,1,1,1,0,1,0,1,1,1,1,1,1,NA,1,1,0,0,0,1,NA,0,1,0,1,1,1,0,1,0,1,0,0,1,1,1,0,1,1,1,0,0,1,1,1,1,0,0,0,1,1,0,1,1,1,0
"KEAN (R NJ-12)",0,NA,1,1,1,1,0,1,0,1,1,0,1,1,1,0,1,0,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,NA,NA,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1,0,0,1,1,1,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,NA,1,0,0,1,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,NA,1,0,0,1,1,0,0,1,1,1,1,1,0,1,1,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1
"SIEMINSKI (D NJ-13)",1,1,1,1,1,NA,0,0,1,0,0,1,1,1,1,0,0,0,0,1,0,1,0,1,NA,NA,0,1,0,1,1,0,0,1,1,1,1,0,0,0,1,NA,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,NA,1,0,1,1,1,0,0,1,1,NA,1,1,1,1,0,1,1,1,0,1,1,1,0,0,1,1,1,NA,NA,1,1,1,0,1,0,1,1,1,NA,NA,NA,NA,1,1,0,0,0,1,NA,0,1,0,1,1,1,0,1,0,1,0,0,1,1,NA,0,NA,NA,1,0,0,NA,1,1,NA,NA,0,0,0,1,1,0,1,1,0
"TUMULTY (D NJ-14)",1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,0,0,1,1,1,0,1,0,1,1,0,0,1,0,1,1,0,0,NA,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,NA,1,NA,1,1,1,0,1,1,1,1,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,NA,1,1,0,0,0,1,1,0,1,0,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,0,1,1,0,1,1,1,0
"DEMPSEY (D NM-98)",1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,0,1,0,0,1,NA,1,0,1,1,0,1,0,0,1,0,1,0,NA,NA,1,NA,0,0,0,1,1,1,1,1,NA,NA,NA,1,NA,NA,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,1,1,1,1,NA,1,1,1,0,1,0,1,0,1,1,1,1,NA,0,1,0,0,0,1,NA,0,1,1,1,NA,NA,0,0,0,1,0,0,1,0,1,0,1,1,1,NA,0,1,1,0,1,0,0,0,1,1,1,0,1,1,0
"FERNANDEZ (D NM-98)",1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,0,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,1,NA,NA,NA,1,1,0,0,1,1,0,1,1,NA,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,0,1,0,1,1,1,0,1,0,1,0,1,1,1,1,1,NA,1,0,0,0,NA,1,0,1,1,1,1,1,0,0,1,1,0,0,0,1,1,0,1,1,1,0,0,1,1,NA,NA,NA,NA,0,1,1,1,0,1,1,0
"WAINWRIGHT (R NY-1)",0,1,1,1,1,1,0,1,0,1,1,0,NA,1,NA,0,0,0,0,1,1,0,1,0,1,1,1,0,1,0,0,1,1,1,1,0,NA,NA,1,0,1,1,1,1,0,1,NA,NA,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,1,NA,NA,1,1,1,1,0,1,1,1,0,1,0,1,0,1,0,1,0,NA,0,1,0,0,1,0,1,1,NA,NA,0,0,0,NA,1,1,0,1,1,1,NA,1,0,1,1,1,1,0,1,1,0,1,NA,NA,1,1,0,1,1,1,0,0,1,1,1,0,1,0,0,1,1,1,0,NA,NA,NA
"DEROUNIAN (R NY-2)",0,1,1,1,1,1,0,1,0,1,1,0,1,1,NA,0,0,0,0,1,1,0,1,0,1,1,1,0,1,0,0,1,1,1,1,0,NA,NA,NA,0,1,1,1,0,0,1,1,1,0,0,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,NA,1,NA,0,NA,0,0,0,NA,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0,1,1,0,1,1,1,0,1,1,1,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,1
"BECKER (R NY-3)",0,1,1,1,1,0,1,0,1,1,1,0,1,1,NA,0,0,0,0,1,1,0,1,0,1,1,1,0,1,1,0,1,1,1,NA,0,1,0,0,1,1,1,1,0,0,1,1,1,0,0,1,NA,NA,0,1,0,1,1,1,1,0,1,NA,NA,1,1,1,0,1,1,0,0,1,0,0,1,1,1,1,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,0,0,NA,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,0,1,1,0,1,1,1,0,1,1,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,1
"LATHAM (R NY-4)",0,1,NA,1,1,0,1,0,1,1,1,0,NA,1,NA,0,0,0,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,NA,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,1,1,1,NA,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,NA,0,0,0,NA,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,0,1,1,NA,NA,1,1,0,1,1,1,0,0,1,0,0,0,1,1,0,1,0,0,1,NA,NA,1
"BOSCH (R NY-5)",0,1,NA,1,1,0,1,0,1,1,1,0,NA,1,NA,0,0,0,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,NA,0,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,NA,NA,0,1,0,0,1,0,0,0,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,1,1,1,0,1,1,1,NA,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,NA,0,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,0,1,1,0,1,1,0,0,0,1,0,1,1,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,1
"HOLTZMAN (D NY-6)",1,1,1,1,1,1,0,1,0,1,0,1,NA,1,1,0,1,1,1,1,NA,1,0,1,1,0,1,0,0,1,1,0,0,NA,NA,1,NA,NA,NA,0,1,1,1,1,1,1,1,1,1,0,1,NA,NA,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,1,NA,1,1,1,NA,1,1,0,0,0,1,NA,0,1,0,1,1,1,0,1,0,1,0,0,1,1,1,0,1,1,1,0,0,1,1,1,1,0,0,0,1,0,0,1,1,1,0
"DELANEY (D NY-7)",1,1,1,1,1,1,0,1,0,1,0,1,NA,1,NA,0,1,1,1,1,0,1,0,1,1,0,1,0,0,1,1,1,0,1,NA,1,NA,0,NA,NA,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,NA,1,0,1,NA,1,1,0,0,0,1,1,0,1,0,1,1,1,0,1,0,1,0,0,1,1,1,0,1,1,1,0,0,1,1,1,1,0,0,0,1,0,0,1,1,1,0
"ANFUSO (D NY-8)",1,1,NA,1,1,1,0,1,0,1,0,1,NA,1,NA,0,1,1,1,1,0,1,0,1,1,0,0,1,0,1,1,0,0,NA,NA,1,1,0,NA,0,1,1,1,1,1,1,1,1,1,0,1,1,NA,0,1,NA,1,0,1,1,1,1,NA,1,NA,1,0,1,0,1,NA,0,NA,1,NA,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,NA,1,NA,0,1,1,1,0,1,0,NA,1,NA,1,1,1,NA,1,1,0,0,0,NA,NA,0,1,0,1,1,1,0,1,0,1,0,NA,NA,1,1,NA,NA,1,1,0,0,1,1,1,1,0,0,0,1,0,1,NA,NA,NA,0
"KEOGH (D NY-9)",1,1,1,1,1,1,0,1,0,1,0,1,NA,NA,NA,0,1,1,1,1,0,1,0,1,1,0,0,1,0,1,1,1,0,NA,NA,1,1,0,NA,0,1,1,1,NA,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,1,1,NA,1,1,NA,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,NA,1,1,0,1,1,1,0,0,1,NA,1,NA,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,NA,0,1,0,1,1,1,0,1,0,1,0,0,1,1,1,0,NA,1,1,0,0,1,1,1,1,0,0,0,1,0,1,0,1,1,0
"KELLY (D NY-10)",1,1,NA,1,1,1,0,1,0,1,0,1,NA,1,NA,0,1,1,1,1,0,1,0,1,1,1,1,0,0,1,1,0,0,1,NA,1,1,0,NA,NA,1,1,1,1,1,1,NA,NA,1,0,1,1,1,0,1,0,1,0,1,NA,1,1,1,1,1,1,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,NA,1,1,1,1,0,0,1,0,NA,0,1,1,0,0,0,0,NA,1,NA,1,0,1,NA,1,1,0,0,0,NA,NA,0,1,0,1,1,1,0,1,0,1,0,0,1,1,1,0,1,1,1,0,0,1,1,0,1,0,0,0,1,0,1,NA,NA,NA,0
"CELLER (D NY-11)",1,1,NA,1,1,1,0,1,0,1,0,1,1,1,NA,0,1,1,1,NA,0,1,0,1,1,0,0,1,0,1,1,0,0,1,NA,1,1,0,NA,NA,1,NA,1,1,1,1,1,1,NA,0,1,0,1,1,1,0,1,0,NA,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1,1,1,1,1,NA,1,1,0,1,1,1,1,0,1,1,1,NA,0,1,1,1,0,1,0,NA,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,NA,1,NA,NA,0,1,0,1,0,0,NA,1,1,0,1,1,1,0,0,1,1,NA,1,0,0,0,0,1,NA,NA,1,1,0
"DORN (R NY-12)",0,1,1,1,1,1,0,1,0,1,1,0,NA,1,NA,0,1,0,0,1,0,1,0,1,1,1,1,0,0,1,1,1,0,1,NA,0,1,0,1,NA,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,NA,1,1,0,0,1,0,0,1,1,0,1,1,1,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,1,NA,0,0,0,1,1,1,1,0,1,1,1,0,1,0,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,0,1,1,0,1,0,0,1
"MULTER (D NY-13)",1,1,1,1,1,1,0,1,0,1,0,1,1,1,NA,0,1,1,1,1,0,1,0,1,1,1,0,1,0,1,1,0,0,NA,NA,1,1,0,NA,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,NA,1,NA,0,1,1,1,0,1,0,NA,1,1,1,1,1,1,1,1,0,0,0,1,NA,0,1,0,1,NA,1,0,1,0,1,0,0,1,1,1,0,1,1,1,0,0,1,1,1,1,0,0,0,0,1,0,1,1,1,0
"ROONEY (D NY-14)",1,1,NA,1,1,1,0,1,0,1,0,1,1,1,NA,0,1,1,1,1,0,1,0,1,1,0,0,1,0,1,1,0,0,1,NA,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,NA,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,NA,0,1,0,1,1,1,0,1,0,1,0,0,1,1,1,0,1,1,1,0,0,1,1,1,1,0,0,0,1,1,1,0,1,1,0
"RAY (R NY-15)",0,1,1,1,0,1,0,1,1,0,1,0,0,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,NA,0,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,0,1,1,1,0,1,1,0,0,NA,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,0,0,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,0,0,1,0,0,1,1,0,1,1,1,0,0,1,0,1,0,1,1,1,1,0,0,1,1,0,1
"POWELL (D NY-16)",1,1,1,1,1,NA,0,NA,0,1,0,1,NA,NA,1,0,0,1,1,1,0,NA,NA,NA,NA,0,0,1,0,NA,NA,0,0,1,NA,1,NA,NA,0,0,1,NA,1,1,1,1,1,1,1,0,1,NA,NA,1,1,0,1,0,1,NA,1,NA,1,1,0,1,0,1,0,1,0,0,NA,1,NA,1,1,1,1,1,NA,NA,1,0,1,1,1,1,NA,1,NA,0,NA,0,1,1,0,0,1,0,NA,1,NA,1,1,1,NA,1,1,0,0,0,1,NA,0,1,0,1,1,1,0,1,0,1,0,NA,NA,1,1,0,1,1,1,0,0,1,1,NA,NA,0,NA,0,NA,0,1,NA,NA,NA,0
"COUDERT (R NY-17)",0,1,NA,1,0,1,0,1,0,1,1,0,0,1,NA,0,1,0,0,NA,NA,0,1,0,NA,1,1,0,1,1,1,1,1,1,NA,0,NA,NA,NA,1,1,1,1,1,0,1,1,1,0,0,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,0,1,1,1,1,0,1,1,1,0,1,0,NA,NA,1,0,NA,0,NA,0,1,0,0,1,0,1,1,0,NA,0,0,0,1,1,1,1,1,1,1,NA,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,0,1,NA,1,0,0,0,1
"DONOVAN (D NY-18)",1,1,NA,1,1,1,0,1,0,1,0,1,NA,1,NA,0,1,1,1,NA,NA,1,0,1,1,1,1,0,0,1,1,1,0,1,NA,1,1,0,1,NA,1,1,1,1,0,1,1,1,0,0,1,NA,NA,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,NA,1,0,0,1,1,0,1,1,1,1,0,1,1,NA,0,NA,0,1,0,0,0,NA,0,NA,0,NA,0,0,0,0,1,1,1,NA,NA,NA,1,NA,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,0,0,1,1,NA,0,1,NA,1,0,0,1,1,1,0,1,1,0,1,0,NA,1,1,0,NA
"KLEIN (D NY-19)",1,1,1,1,1,1,0,1,0,1,0,1,NA,1,NA,0,1,1,1,1,NA,1,0,1,1,0,0,1,0,1,1,0,0,1,NA,1,1,0,NA,0,1,1,1,NA,1,1,1,1,1,0,NA,NA,NA,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,0,1,0,0,NA,1,1,1,1,1,1,1,NA,NA,1,0,1,1,1,NA,0,1,NA,1,NA,0,1,1,1,0,1,0,NA,1,NA,1,1,1,NA,1,1,0,0,0,NA,NA,0,1,0,1,1,NA,0,1,0,1,0,NA,NA,1,1,0,1,1,1,0,0,1,1,NA,1,0,0,0,0,0,1,0,1,1,0
"DAVIDSON (D NY-20)",1,1,1,1,1,1,0,1,0,1,0,1,NA,1,NA,0,1,1,1,1,0,1,0,1,1,0,0,1,0,1,1,0,0,1,NA,1,1,NA,NA,0,1,1,1,1,1,1,1,1,1,0,1,NA,NA,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1,1,1,1,1,NA,1,1,0,1,1,1,NA,0,1,NA,1,NA,0,1,1,1,0,1,0,NA,1,NA,NA,NA,1,NA,1,1,0,1,NA,NA,NA,0,1,0,1,1,1,0,1,0,1,0,NA,NA,1,1,0,1,1,1,0,0,1,1,NA,1,0,0,0,0,0,0,1,1,1,0
"ZELENKO (D NY-21)",1,1,1,1,1,1,0,1,0,1,0,1,NA,1,NA,0,NA,1,1,1,NA,1,0,1,1,0,0,1,0,1,1,0,NA,NA,NA,1,NA,0,NA,0,1,NA,1,1,1,1,1,1,NA,NA,NA,NA,NA,0,1,0,1,0,1,NA,1,1,1,1,1,1,0,1,0,1,0,0,1,1,NA,1,NA,NA,1,1,1,NA,1,NA,1,1,1,0,0,1,NA,1,NA,0,1,1,1,0,1,0,NA,1,NA,1,1,1,NA,1,1,0,0,0,1,NA,0,1,0,1,1,1,0,1,0,1,0,0,1,1,1,0,1,1,1,0,0,1,1,1,1,0,0,0,1,0,0,1,1,1,0
"FINE (D NY-22)",1,1,1,1,1,1,0,1,0,1,0,1,NA,1,NA,0,1,1,1,1,NA,1,0,1,1,0,0,1,0,1,1,0,0,NA,NA,1,1,0,NA,0,1,NA,1,1,1,1,1,1,1,0,NA,NA,1,0,1,0,1,0,1,NA,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HEALEY (D NY-22)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,1,1,1,0,0,1,1,1,NA,0,1,1,1,0,1,0,NA,1,NA,1,1,1,NA,1,1,0,1,0,1,NA,0,1,0,1,1,1,0,1,0,1,0,0,1,1,1,0,1,1,1,0,0,1,1,NA,1,0,0,0,1,0,0,0,NA,NA,0
"DOLLINGER (D NY-23)",1,1,1,1,1,1,0,1,0,1,0,1,NA,1,NA,0,1,1,1,1,NA,1,0,NA,NA,0,0,1,0,1,1,0,0,1,NA,1,1,0,NA,0,1,1,1,1,1,1,1,1,1,0,1,NA,NA,1,1,0,1,0,1,NA,1,1,1,1,0,1,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,NA,0,1,1,1,0,1,0,1,1,NA,1,1,1,NA,1,1,0,0,0,NA,NA,0,1,0,1,1,1,0,1,0,1,0,0,1,1,1,0,1,1,1,0,0,1,1,NA,1,0,0,0,1,0,1,0,1,1,0
"BUCKLEY (D NY-24)",1,1,NA,1,1,NA,NA,1,0,1,0,1,NA,NA,NA,0,1,1,1,NA,NA,1,0,1,1,0,0,1,0,1,1,0,0,NA,NA,1,NA,0,0,0,1,NA,1,1,1,NA,NA,NA,NA,0,1,NA,NA,0,NA,0,1,0,1,NA,1,NA,NA,1,1,1,0,1,0,1,0,0,1,1,NA,1,NA,NA,NA,1,NA,1,1,0,1,1,1,NA,0,1,NA,1,NA,0,1,1,1,0,1,0,NA,1,NA,1,1,1,NA,1,1,0,1,0,NA,NA,0,1,0,1,1,1,0,1,0,1,0,NA,NA,1,1,NA,NA,1,1,0,0,1,1,NA,1,0,0,0,1,0,0,NA,NA,NA,0
"FINO (R NY-25)",0,1,1,1,1,0,1,0,1,1,0,1,NA,1,1,0,0,0,0,1,0,0,1,0,1,1,1,0,0,1,0,1,NA,NA,NA,0,1,0,NA,1,1,1,1,1,0,1,1,1,0,0,1,NA,NA,1,1,0,1,1,1,NA,0,1,1,1,NA,0,1,0,0,1,0,0,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,0,1,0,1,0,NA,0,1,0,0,1,0,1,1,1,NA,0,0,0,1,1,1,1,0,1,1,NA,0,1,0,1,0,1,0,1,0,1,0,0,1,1,1,0,1,1,1,0,0,1,1,1,0,1,1,0,1,0,0,1,0,0,1
"GAMBLE (R NY-26)",0,1,NA,1,1,NA,NA,NA,0,1,1,0,NA,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,1,0,0,1,1,1,NA,0,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,1,1,NA,1,0,1,1,1,1,NA,1,0,NA,1,0,1,1,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,0,NA,NA,NA,1,NA,0,0,1,0,1,NA,0,NA,0,NA,0,1,1,1,1,0,1,NA,NA,1,0,1,1,NA,0,1,1,1,0,1,NA,NA,1,NA,0,1,NA,NA,NA,NA,NA,0,NA,0,1,1,NA,1,1,NA,0,0,0,1
"GWINN (R NY-27)",0,1,NA,1,0,0,1,0,1,0,1,0,NA,NA,0,0,0,0,0,1,1,0,1,0,1,1,1,0,1,0,NA,1,1,1,1,0,NA,NA,NA,1,1,1,1,0,0,NA,1,1,0,1,1,NA,1,NA,1,1,0,1,0,0,0,1,0,0,1,0,1,NA,1,0,1,1,1,0,NA,0,1,1,1,0,1,1,0,0,1,0,NA,NA,1,0,NA,0,NA,1,1,0,0,1,0,1,NA,0,NA,0,NA,0,NA,NA,1,1,0,1,NA,1,1,1,0,1,1,0,1,1,1,0,1,NA,NA,0,NA,0,1,1,1,0,NA,NA,0,1,NA,1,1,1,1,0,1,0,0,0,1
"ST.GEORGE (R NY-28)",0,1,NA,1,1,1,0,1,0,1,1,0,1,1,NA,1,1,0,0,1,1,0,1,0,1,1,1,0,1,0,1,0,1,1,1,0,NA,NA,NA,1,NA,NA,1,0,0,1,1,1,0,0,1,NA,NA,NA,NA,1,1,1,1,NA,0,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,1,0,1,1,1,NA,1,0,1,0,1,0,1,0,1,1,1,0,0,1,0,1,1,1,NA,0,0,0,NA,1,1,1,1,1,0,1,0,1,0,1,1,0,1,1,1,0,1,0,1,1,1,0,1,1,1,0,0,1,1,1,0,1,1,0,1,1,0,1,0,0,1
"WHARTON (R NY-29)",0,1,1,1,1,1,0,1,0,1,1,0,1,1,0,0,0,0,0,1,1,0,0,1,1,1,1,0,1,1,0,1,1,1,NA,0,1,0,NA,1,1,1,1,1,0,NA,NA,NA,0,1,1,1,1,0,1,0,0,1,0,0,0,1,0,1,1,1,1,0,0,1,0,1,1,0,0,0,1,1,1,0,NA,NA,NA,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,NA,0,1,1,1,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,NA,NA,1,1,0,0,1,1,NA,0,1,1,0,1,1,0,1,0,0,1
"O'BRIEN (D NY-30)",1,1,1,1,1,0,1,0,1,0,0,1,1,1,NA,0,1,0,0,1,0,1,0,1,1,0,0,1,NA,NA,1,0,NA,NA,1,0,1,0,NA,0,1,1,1,1,0,1,1,1,1,0,1,NA,NA,1,1,0,1,0,1,1,0,1,1,1,1,0,0,0,1,1,0,0,1,1,NA,1,NA,NA,NA,0,NA,1,1,0,1,0,1,0,0,1,1,0,1,0,1,1,1,0,0,0,1,1,1,1,0,1,NA,1,1,0,0,0,1,NA,0,1,0,1,1,1,1,1,0,1,0,0,NA,1,1,0,1,1,1,0,0,1,1,0,1,0,0,0,1,0,1,0,1,1,NA
