"","Vote 1","Vote 2","Vote 3","Vote 4","Vote 5","Vote 6","Vote 7","Vote 8","Vote 9","Vote 10","Vote 11","Vote 12","Vote 13","Vote 14","Vote 15","Vote 16","Vote 17","Vote 18","Vote 19","Vote 20","Vote 21","Vote 22","Vote 23","Vote 24","Vote 25","Vote 26","Vote 27","Vote 28","Vote 29","Vote 30","Vote 31","Vote 32","Vote 33","Vote 34","Vote 35","Vote 36","Vote 37","Vote 38","Vote 39","Vote 40","Vote 41","Vote 42","Vote 43","Vote 44","Vote 45","Vote 46","Vote 47","Vote 48","Vote 49","Vote 50","Vote 51","Vote 52","Vote 53","Vote 54","Vote 55","Vote 56","Vote 57","Vote 58","Vote 59","Vote 60","Vote 61","Vote 62","Vote 63","Vote 64","Vote 65","Vote 66","Vote 67","Vote 68","Vote 69","Vote 70","Vote 71","Vote 72","Vote 73","Vote 74","Vote 75","Vote 76","Vote 77","Vote 78","Vote 79","Vote 80","Vote 81","Vote 82","Vote 83","Vote 84","Vote 85","Vote 86","Vote 87","Vote 88","Vote 89","Vote 90","Vote 91","Vote 92","Vote 93","Vote 94","Vote 95","Vote 96","Vote 97","Vote 98","Vote 99","Vote 100","Vote 101","Vote 102","Vote 103","Vote 104","Vote 105","Vote 106","Vote 107","Vote 108","Vote 109","Vote 110","Vote 111","Vote 112","Vote 113","Vote 114","Vote 115","Vote 116","Vote 117","Vote 118","Vote 119","Vote 120","Vote 121","Vote 122","Vote 123"
"STALKER (R NY-37)",1,0,0,1,0,0,0,0,1,0,0,1,0,NA,NA,1,NA,NA,1,1,1,0,0,0,0,0,1,1,0,1,1,1,1,NA,NA,0,0,1,1,1,0,1,0,1,1,1,1,NA,0,1,1,1,1,0,0,0,1,NA,1,0,0,0,0,0,NA,NA,NA,0,1,0,0,1,NA,NA,NA,0,0,NA,0,NA,0,0,1,0,0,0,0,1,1,0,1,1,1,1,1,0,0,1,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,1
"WHITLEY (R NY-38)",1,0,1,1,NA,NA,0,0,1,0,0,1,1,1,1,NA,0,NA,1,1,1,1,0,0,0,0,1,1,0,1,1,0,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,0,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,1,NA,NA,0,1,0,0,NA,NA,0,0,0,0,1,0,1,0,0,NA,NA,NA,NA,1,0,1,1,NA,NA,NA,1,1,0,0,1,0,1,0,1,1,1,0,1,0,NA,1,1,NA,1,1,1,1,0,1,1,0,0,0,0,NA
"SANDERS (R NY-39)",1,0,1,1,0,NA,0,0,NA,1,NA,1,0,1,1,0,NA,1,1,1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,NA,NA,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,NA,NA,NA,0,1,0,0,NA,NA,0,0,0,0,NA,0,NA,0,0,1,0,0,NA,0,0,1,0,NA,NA,NA,1,1,0,0,1,0,1,0,1,1,1,NA,0,0,NA,NA,1,1,0,0,1,NA,NA,0,0,0,0,0,0,1
"ANDREWS (R NY-40)",1,0,1,1,0,1,0,0,1,NA,0,1,NA,1,0,1,0,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,1,1,1,NA,0,1,NA,1,1,0,1,NA,1,0,1,0,0,0,0,0,1,0,1,0,1,NA,1,NA,1,0,0,0,0,NA,0,1,0,0,1,0,0,0,1,1,1,1,NA,1,NA,1,1,0,1,1,0,1,0,1,1,1,0,1,0,0,1,1,1,1,0,0,NA,0,1,1,0,0,0,0,1
"COOKE (R NY-41)",1,NA,1,1,0,0,NA,0,1,NA,0,NA,NA,1,1,1,NA,NA,1,1,1,1,0,0,NA,NA,NA,NA,0,1,1,1,NA,0,0,0,NA,NA,1,1,0,1,1,0,0,1,1,0,0,1,1,1,1,NA,1,0,0,0,1,NA,0,0,0,0,1,0,NA,0,1,0,0,NA,1,NA,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,1,1,1,0,1,0,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MEAD (D NY-42)",1,1,1,1,NA,0,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,NA,0,1,1,1,1,1,0,0,NA,NA,1,0,1,1,1,1,1,1,1,0,0,0,0,0,NA,1,0,1,1,0,0,1,NA,0,1,0,1,0,1,1,1,1,0,1,0,1,1,1,NA,0,1,1,1,0,1,1,1,1,0,1,0,0,NA,1,0,1,1,NA,1,NA,1,NA,0,1,1,1,1,1,0,0,1,1,1,1,1,NA,0,NA,1,0,0,NA,0,1,1,0,1,1,1,1
"REED (R NY-43)",1,0,0,1,0,0,0,0,1,0,NA,1,0,1,1,1,0,NA,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1,0,1,1,1,0,0,1,1,1,1,0,0,0,1,0,1,0,1,0,0,0,1,NA,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,NA,NA,1,1,1,0,1,1,0,1,0,1,1,1,0,0,0,NA,NA,1,1,0,1,0,1,0,0,0,0,1,0,0,1
"WARREN (D NC-1)",1,1,1,1,1,0,1,1,1,0,0,NA,0,1,1,1,1,NA,NA,NA,1,0,1,0,0,1,0,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,NA,1,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,NA,NA,1,1,1,0,1,NA,NA,1,1,1,1,1,1,1,1,0,1,0,NA,NA,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,NA,1,0,0,1,0,1,1,1,1,1,1,1,1,1,NA
"KERR (D NC-2)",1,1,1,0,1,0,1,1,1,NA,NA,1,NA,1,0,1,1,1,1,0,1,0,1,0,1,1,0,1,1,0,0,1,1,1,1,1,1,NA,1,1,1,1,0,0,0,1,0,NA,1,0,0,0,0,NA,0,NA,NA,1,0,1,0,1,1,1,0,NA,1,1,1,1,1,0,1,NA,NA,1,NA,NA,NA,NA,1,1,1,0,NA,NA,1,1,1,1,NA,0,0,1,1,1,1,NA,1,1,1,0,0,0,1,NA,1,0,1,0,0,1,0,1,1,NA,NA,0,1,1,1,1,1
"ABERNETHY (D NC-3)",1,1,1,0,1,NA,1,1,1,0,0,1,0,1,0,1,1,1,1,0,1,0,1,NA,1,NA,0,NA,1,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,1,NA,NA,NA,NA,0,0,1,0,0,1,0,NA,0,1,1,1,1,NA
"POU (D NC-4)",1,1,1,1,1,0,1,NA,1,0,0,NA,NA,NA,1,1,1,NA,NA,0,1,0,1,0,0,0,0,NA,1,0,0,1,NA,1,1,1,1,NA,0,0,0,0,0,1,NA,NA,0,0,1,0,NA,NA,NA,NA,0,1,NA,1,0,1,1,1,1,1,0,NA,NA,1,1,1,1,NA,1,1,1,1,1,NA,1,1,1,1,1,0,NA,NA,1,1,1,1,NA,0,NA,1,1,1,1,1,1,1,1,0,NA,NA,1,1,1,NA,1,0,NA,1,0,0,NA,NA,NA,1,1,NA,1,1,NA
"HANCOCK (D NC-5)",1,1,1,1,0,1,1,1,1,0,0,NA,NA,1,NA,1,1,NA,NA,0,NA,1,1,1,0,1,0,1,1,0,0,NA,1,1,1,1,NA,1,0,0,1,0,0,1,0,0,0,1,1,1,1,1,0,1,1,NA,NA,1,0,1,NA,1,1,0,NA,NA,1,0,1,1,1,NA,NA,NA,NA,1,1,NA,1,1,1,0,1,0,NA,1,1,1,0,1,NA,0,NA,1,1,1,1,NA,NA,NA,1,0,NA,NA,1,NA,0,1,NA,0,1,1,0,1,NA,NA,NA,0,NA,0,1,1,0
"CLARK (D NC-6)",1,1,1,1,1,1,1,1,1,1,0,1,NA,1,1,1,1,1,1,0,1,0,1,0,1,0,0,1,1,0,0,NA,NA,1,1,1,NA,NA,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,NA,0,1,NA,1,0,1,0,1,1,0,NA,NA,1,1,1,1,1,0,NA,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,NA,0,NA,1,1,1,1,1,1,1,1,0,NA,NA,1,0,1,NA,1,0,1,1,0,0,1,1,NA,NA,NA,1,1,1,1
"LAMBETH (D NC-7)",1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,NA,1,NA,1,0,NA,0,1,1,0,1,NA,0,0,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1,0,NA,1,0,0,0,0,1,0,NA,NA,1,NA,1,NA,1,1,0,NA,NA,1,1,1,1,1,0,0,1,1,1,1,NA,1,1,1,1,1,0,1,1,1,1,1,0,0,0,NA,1,1,1,1,1,1,1,1,0,0,0,1,0,NA,NA,1,0,0,1,0,1,1,1,1,0,0,0,1,NA,1
"DOUGHTON (D NC-8)",1,1,1,1,1,0,1,1,1,0,0,NA,0,1,1,NA,1,0,NA,NA,1,0,1,0,1,NA,0,1,1,0,0,NA,NA,1,1,1,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,1,0,1,NA,1,1,1,NA,NA,NA,1,1,1,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,NA,NA,NA,1,1,1,1,1,0,0,0,1,0,NA,1,1,0,0,1,0,0,1,1,NA,0,1,1,1,1,1
"BULWINKLE (D NC-9)",1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,0,1,1,NA,0,1,0,1,NA,0,0,0,1,1,0,0,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,NA,NA,1,0,0,0,0,1,0,1,1,1,0,1,1,1,1,0,0,NA,1,1,1,1,1,0,NA,1,1,1,1,1,NA,0,1,0,0,0,0,0,1,1,1,1,0,0,NA,1,1,0,1,1,1,1,1,0,0,0,1,0,1,1,1,0,1,1,0,0,1,1,NA,0,NA,1,1,1,1
"WEAVER (D NC-10)",1,1,1,NA,NA,0,1,1,1,NA,0,1,NA,1,0,1,1,NA,1,0,1,0,1,0,1,1,0,1,1,0,0,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,NA,0,1,NA,NA,NA,NA,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,NA,1,1,1,0,NA,0,NA,1,1,0,1,1,1,1,1,0,NA,NA,1,NA,1,1,1,0,NA,1,0,1,NA,0,1,NA,0,1,1,1,1
"BURTNESS (R ND-1)",1,0,1,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,NA,1,0,1,0,0,1,1,1,1,1,1,1,1,NA,NA,0,1,1,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,NA,0,1,0,1,0,0,0,1,1,1,1,1,0,0,1,1,0,0,0,1,0,0,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,1,1,1,1,0,0,1,1,0,1,1,0,0,0,0,1
"HALL (R ND-2)",1,0,1,1,0,1,0,0,1,1,1,NA,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,NA,0,1,0,1,0,0,0,0,1,NA,1,1,NA,0,1,0,0,NA,0,0,NA,0,1,0,0,1,0,0,0,0,1,1,0,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0,0,1,NA,1,1,NA,0,0,1,1,1,0,0,0,1,0,0,1
"SINCLAIR (R ND-3)",1,1,1,1,1,0,1,1,1,0,1,0,1,1,0,1,1,0,1,1,1,0,0,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,1,1,1,1,0,0,NA,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,NA,1,NA,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,NA,1,1,1,0,0,0,0,1
"HOLLISTER (R OH-1)",1,0,1,1,0,1,0,0,1,0,0,NA,NA,1,1,0,0,NA,NA,0,0,1,0,0,0,0,0,1,0,1,1,1,0,1,1,0,NA,NA,0,0,0,1,1,1,1,NA,1,0,0,NA,1,1,1,NA,1,0,1,0,1,0,0,0,0,0,1,0,NA,0,1,0,0,NA,NA,NA,NA,0,0,NA,0,1,0,0,1,0,0,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,0,1,1,1,0,0,0,1,1,1,NA,1,NA,0,1,0,1,1,0,0,0,0,1
"LONGWORTH (R OH-1)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HESS (R OH-2)",1,0,1,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1,1,1,0,1,1,0,1,1,1,NA,0,1,1,1,1,0,1,NA,1,0,1,0,0,0,0,0,1,NA,1,0,1,0,0,0,NA,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,NA,NA,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1
"HARLAN (D OH-3)",1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,NA,0,1,0,NA,1,1,0,0,0,0,1,1,0,0,1,1,1,0,1,1,1,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0,1,0,1,0,1,1,1,1,NA,1,0,0,1,1,NA,NA,NA,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,NA,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,0,NA,1,0,NA,NA,NA,NA,1,NA,1,NA,0,1
"CABLE (R OH-4)",1,0,1,1,0,1,0,0,1,1,1,0,1,NA,NA,1,0,NA,NA,1,1,0,0,0,NA,NA,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,1,1,1,1,0,0,NA,NA,NA,NA,0,0,0,1,0,1,0,0,0,0,0,1,NA,NA,0,1,0,0,NA,NA,0,0,0,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,1,0,1,1,1,1,1,0,0,1,0,1,0,1,1,1,0,0,1,NA,NA,1,NA,0,1,NA,NA,0,0,0,0,0,0,0,NA
"KNIFFIN (D OH-5)",1,1,1,1,NA,1,1,1,1,0,1,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,0,1,1,0,0,0,0,1,0,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,NA,1,1,1,0,1,1,1,1,1,1,0,0,0,1,NA,1,1,1,1,1,1,0,1,0,1,1,0,1,NA,0,0,1,0,1,NA,1,1,1,0,1,0,1,1
"POLK (D OH-6)",1,1,1,1,1,1,1,1,0,NA,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,1,0,1,1,NA,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,NA,1,1,1,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,1,1,1,0,0,0,0,1
"BRAND (R OH-7)",1,NA,NA,0,0,NA,0,0,1,1,1,NA,NA,1,1,1,NA,NA,NA,NA,1,0,1,0,1,0,0,1,1,NA,NA,NA,1,1,1,0,NA,NA,0,0,0,1,0,1,0,NA,0,NA,NA,0,0,0,0,NA,0,NA,1,0,1,0,0,0,0,0,1,NA,NA,1,1,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,0,0,1,1,1,0,NA,NA,0,NA,NA,0,1,1,1,1,NA,1,1,0,1,0,0,1,0,NA,NA,1,1,NA,0,0,1,NA,NA,NA,0,NA,NA,0,0,NA
"MOUSER (R OH-8)",1,0,1,1,0,1,0,0,1,1,0,NA,1,1,1,1,NA,0,1,NA,1,0,1,0,1,0,1,0,1,1,1,0,1,1,1,0,1,1,1,1,0,0,1,0,0,1,1,0,0,1,1,1,1,0,0,1,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0,NA,NA,0,0,0,0,NA,0,1,0,0,1,0,0,1,0,0,1,0,1,NA,1,1,1,1,0,NA,NA,NA,0,1,1,1,0,0,1,NA,NA,1,NA,0,1,1,NA,NA,NA,0,NA,NA,NA,NA,NA
"WHITE (R OH-9)",1,0,1,1,0,1,0,0,1,0,1,NA,NA,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,NA,1,1,1,0,0,1,1,1,0,1,1,1,1,1,NA,NA,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,0,0,NA,0,0,1,1,1,1,1,1,NA,NA,NA,NA,0,NA,0,0,1
"JENKINS (R OH-10)",1,0,1,1,0,1,0,0,1,0,0,0,NA,1,1,1,0,NA,NA,NA,1,0,0,0,1,0,1,1,1,1,1,NA,NA,1,0,0,NA,1,1,1,0,0,1,1,1,1,1,NA,0,0,0,1,0,NA,0,1,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,NA,NA,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,1,1,1,1,1,0,0,1,0,1,0,1,1,1,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1
"UNDERWOOD (D OH-11)",1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,NA,NA,1,0,1,1,1,NA,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,NA,NA,1,0,0,1,0,NA,0,NA,1,1,0,1,0,1,1,1,1,0,NA,0,1,NA,1,NA,1,1,1,1,0,1,1,1,1,0,1,0,NA,NA,1,0,1,1,NA,NA,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,1,NA,NA,NA,1,0,0,1,0,1,1,1,1,1,0,1,1,1,1
"LAMNECK (D OH-12)",1,1,1,1,1,1,1,1,1,1,1,NA,0,1,1,1,1,0,1,NA,1,1,1,0,1,0,1,1,1,0,0,NA,NA,1,0,1,1,1,1,1,1,1,0,0,0,0,NA,NA,1,0,0,0,0,NA,1,NA,NA,1,0,1,0,1,1,1,NA,0,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,0,1,1,0,1,0,1,1,1,0,1,1,1,1,0,1,1,0,0,1,0,1,1,0,1,1,NA,1,0,0,0
"FIESINGER (D OH-13)",1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,NA,NA,0,1,1,1,0,1,0,1,1,1,0,0,0,1,1,1,1,NA,NA,1,1,1,1,0,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0,1,0,1,0,1,1,1,NA,NA,1,1,1,0,1,1,1,1,0,1,0,0,0,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,1,0,0,1,0,1,1,NA,1,0,0,0
"SEIBERLING (R OH-14)",1,0,1,1,0,NA,0,0,1,0,0,1,0,1,1,0,NA,0,1,1,1,0,0,NA,0,0,1,1,1,1,1,0,1,1,1,0,NA,NA,1,1,0,0,1,1,1,1,1,0,0,1,1,1,0,0,NA,NA,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,NA,NA,NA,1,NA,NA,NA,1,0,1,0,1,1,1,0,0,1,NA,NA,1,NA,0,0,1,NA,0,1,0,0,0,1,1,1
"MOORE (R OH-15)",1,0,1,1,NA,1,0,0,1,0,0,1,1,NA,NA,NA,0,NA,NA,NA,1,0,0,0,1,0,1,1,1,1,1,0,1,0,1,0,NA,1,1,0,0,0,1,1,1,1,1,NA,0,0,0,0,0,0,0,0,NA,0,1,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,NA,1,0,0,1,0,0,1,0,0,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,0,1,0,0,0,1,0,0,1,1,1,0,1,1,NA,0,0,0,0,0,0,0,1
"MC (R OH-16)",1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,NA,1,0,1,0,0,1,0,NA,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,0,1,0,1,1,1,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1
"WEST (D OH-17)",1,1,1,1,1,1,1,1,1,0,NA,NA,0,1,0,1,1,NA,1,NA,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,1,0,1,0,1,1,0,1,NA,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,0,0,0,1,1,0,1,1,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,1,1,1,1,1,0,1,1,0,1
"MURPHY (R OH-18)",1,0,1,1,0,1,0,0,1,0,1,1,1,1,1,0,NA,0,1,NA,NA,0,0,NA,1,0,1,1,1,1,1,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,1,0,NA,1,1,1,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,0,NA,NA,0,1,0,0,1,0,NA,NA,0,0,1,0,1,1,NA,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0,1,1,NA,0,1,1,1,0,0,0,0,0,0,1,NA
"COOPER (R OH-19)",1,0,1,1,NA,NA,0,0,1,0,0,NA,1,1,1,1,0,1,1,NA,1,0,0,NA,0,0,1,1,1,1,1,NA,NA,1,1,0,1,1,0,1,0,0,0,1,1,1,1,NA,0,0,0,0,0,0,0,NA,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,NA,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,1,NA,NA,0,0,1,0,1,0,1,1,0,0,0,NA,1,1,1,1,0,0,1,1,0,1,0,0,1,0,0,NA
"SWEENEY (D OH-20)",1,1,1,0,0,NA,1,1,1,NA,NA,1,NA,NA,NA,1,NA,1,1,NA,1,1,1,NA,1,1,0,0,1,0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,NA,1,1,1,1,0,NA,1,NA,0,1,0,1,NA,1,1,1,1,NA,NA,0,0,1,NA,NA,NA,1,NA,1,0,1,1,1,1,0,1,0,0,NA,1,0,0,1,1,1,NA,1,NA,NA,1,0,1,0,1,0,NA,NA,1,NA,1,1,1,0,1,1,0,0,NA,NA,NA,1,NA,1,0,0,1
"MOONEY (D OH-20)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,1,0,NA,NA,NA,NA,1,NA,NA,NA,1,NA
"CROSSER (D OH-21)",1,1,1,1,0,0,1,1,1,0,1,NA,NA,1,0,1,1,0,1,1,1,1,1,0,1,1,0,0,1,0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,NA,1,0,0,0,0,0,1,1,0,1,0,1,0,1,1,1,1,0,1,NA,NA,1,1,NA,NA,1,1,1,1,NA,1,1,1,1,1,0,0,0,1,0,1,1,NA,1,1,NA,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1,0,0,NA,NA,1,1,0,1,0,0,NA
"BOLTON (R OH-22)",1,0,1,1,0,0,0,0,1,0,0,1,NA,1,1,1,0,NA,NA,NA,1,1,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,NA,0,1,0,1,1,0,1,1,1,0,0,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,1,NA,NA,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,0,1,0,NA,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1
"DISNEY (D OK-1)",1,1,1,0,1,1,1,1,0,0,0,NA,1,1,0,1,1,NA,NA,0,1,0,1,NA,1,1,1,1,1,0,0,0,1,1,1,1,1,NA,1,1,1,0,0,0,NA,1,0,NA,1,0,0,0,0,1,0,NA,NA,1,0,1,NA,1,1,1,NA,0,NA,NA,1,1,1,NA,NA,1,1,NA,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,0,0,1,NA,NA,1,NA,1,1,1,0,0,NA,1,1,1,NA,1,0,0,1,0,0,1,1,0,0,NA,1,1,1,NA
"HASTINGS (D OK-2)",1,1,1,0,0,0,1,1,1,1,1,1,0,1,0,1,1,NA,1,0,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,1,0,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,1,1,0,0,1,1,1,1
"CARTWRIGHT (D OK-3)",1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,0,1,0,NA,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,NA,0,0,1,0,0,0,0,1,0,1,1,1,0,1,0,1,1,1,0,0,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,0,0,0,NA,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,NA,0,NA,1,NA,1,NA,0,0,1,1,1,NA
